State,Month,Year,Month Number,Month Name,Monthly Sales
Iowa,2017-08-01,2017,8,August,6.48
Iowa,2017-09-01,2017,9,September,288.39
Iowa,2017-10-01,2017,10,October,0.0
Iowa,2017-11-01,2017,11,November,548.6
Iowa,2017-12-01,2017,12,December,115.84
Iowa,2018-01-01,2018,1,January,340.22
Iowa,2018-02-01,2018,2,February,0.0
Iowa,2018-03-01,2018,3,March,0.0
Iowa,2018-04-01,2018,4,April,106.32
Iowa,2018-05-01,2018,5,May,0.0
Iowa,2018-06-01,2018,6,June,0.0
Iowa,2018-07-01,2018,7,July,30.32
Iowa,2018-08-01,2018,8,August,0.0
Iowa,2018-09-01,2018,9,September,0.0
Iowa,2018-10-01,2018,10,October,0.0
Iowa,2018-11-01,2018,11,November,45.92
Iowa,2018-12-01,2018,12,December,57.43
Kansas,2015-09-01,2015,9,September,787.8499999999999
Kansas,2015-10-01,2015,10,October,257.98
Kansas,2015-11-01,2015,11,November,273.96
Kansas,2015-12-01,2015,12,December,0.0
Kansas,2016-01-01,2016,1,January,0.0
Kansas,2016-02-01,2016,2,February,21.11
Kansas,2016-03-01,2016,3,March,0.0
Kansas,2016-04-01,2016,4,April,0.0
Kansas,2016-05-01,2016,5,May,149.2
Kansas,2016-06-01,2016,6,June,0.0
Kansas,2016-07-01,2016,7,July,0.0
Kansas,2016-08-01,2016,8,August,0.0
Kansas,2016-09-01,2016,9,September,0.0
Kansas,2016-10-01,2016,10,October,0.0
Kansas,2016-11-01,2016,11,November,0.0
Kansas,2016-12-01,2016,12,December,0.0
Kansas,2017-01-01,2017,1,January,0.0
Kansas,2017-02-01,2017,2,February,0.0
Kansas,2017-03-01,2017,3,March,0.0
Kansas,2017-04-01,2017,4,April,0.0
Kansas,2017-05-01,2017,5,May,0.0
Kansas,2017-06-01,2017,6,June,18.9
Kansas,2017-07-01,2017,7,July,0.0
Kansas,2017-08-01,2017,8,August,0.0
Kansas,2017-09-01,2017,9,September,332.69
Kansas,2017-10-01,2017,10,October,0.0
Kansas,2017-11-01,2017,11,November,186.95
Kansas,2017-12-01,2017,12,December,152.51999999999998
Kansas,2018-01-01,2018,1,January,279.9
Kansas,2018-02-01,2018,2,February,0.0
Kansas,2018-03-01,2018,3,March,0.0
Kansas,2018-04-01,2018,4,April,0.0
Kansas,2018-05-01,2018,5,May,0.0
Kansas,2018-06-01,2018,6,June,0.0
Kansas,2018-07-01,2018,7,July,373.94
Kansas,2018-08-01,2018,8,August,0.0
Kansas,2018-09-01,2018,9,September,0.0
Kansas,2018-10-01,2018,10,October,0.0
Kansas,2018-11-01,2018,11,November,79.31
Kentucky,2015-01-01,2015,1,January,4374.88
Kentucky,2015-02-01,2015,2,February,0.0
Kentucky,2015-03-01,2015,3,March,782.6300000000001
Kentucky,2015-04-01,2015,4,April,1829.79
Kentucky,2015-05-01,2015,5,May,199.25
Kentucky,2015-06-01,2015,6,June,0.0
Kentucky,2015-07-01,2015,7,July,0.0
Kentucky,2015-08-01,2015,8,August,25.5
Kentucky,2015-09-01,2015,9,September,0.0
Kentucky,2015-10-01,2015,10,October,0.0
Kentucky,2015-11-01,2015,11,November,940.66
Kentucky,2015-12-01,2015,12,December,12.39
Kentucky,2016-01-01,2016,1,January,364.07
Kentucky,2016-02-01,2016,2,February,0.0
Kentucky,2016-03-01,2016,3,March,0.0
Kentucky,2016-04-01,2016,4,April,893.0899999999999
Kentucky,2016-05-01,2016,5,May,94.49000000000001
Kentucky,2016-06-01,2016,6,June,0.0
Kentucky,2016-07-01,2016,7,July,921.83
Kentucky,2016-08-01,2016,8,August,3801.21
Kentucky,2016-09-01,2016,9,September,0.0
Kentucky,2016-10-01,2016,10,October,476.17
Kentucky,2016-11-01,2016,11,November,89.36
Kentucky,2016-12-01,2016,12,December,1033.3400000000001
Kentucky,2017-01-01,2017,1,January,0.0
Kentucky,2017-02-01,2017,2,February,1190.28
Kentucky,2017-03-01,2017,3,March,0.0
Kentucky,2017-04-01,2017,4,April,0.0
Kentucky,2017-05-01,2017,5,May,79.14
Kentucky,2017-06-01,2017,6,June,0.0
Kentucky,2017-07-01,2017,7,July,140.81
Kentucky,2017-08-01,2017,8,August,0.0
Kentucky,2017-09-01,2017,9,September,305.02
Kentucky,2017-10-01,2017,10,October,0.0
Kentucky,2017-11-01,2017,11,November,1908.4100000000003
Kentucky,2017-12-01,2017,12,December,1479.23
Kentucky,2018-01-01,2018,1,January,0.0
Kentucky,2018-02-01,2018,2,February,0.0
Kentucky,2018-03-01,2018,3,March,805.73
Kentucky,2018-04-01,2018,4,April,0.0
Kentucky,2018-05-01,2018,5,May,832.5100000000001
Kentucky,2018-06-01,2018,6,June,740.5899999999999
Kentucky,2018-07-01,2018,7,July,0.0
Kentucky,2018-08-01,2018,8,August,214.85000000000002
Kentucky,2018-09-01,2018,9,September,1787.8200000000002
Kentucky,2018-10-01,2018,10,October,678.29
Kentucky,2018-11-01,2018,11,November,6343.469999999999
Kentucky,2018-12-01,2018,12,December,4113.58
Louisiana,2015-01-01,2015,1,January,1287.26
Louisiana,2015-02-01,2015,2,February,0.0
Louisiana,2015-03-01,2015,3,March,0.0
Louisiana,2015-04-01,2015,4,April,434.83000000000004
Louisiana,2015-05-01,2015,5,May,0.0
Louisiana,2015-06-01,2015,6,June,0.0
Louisiana,2015-07-01,2015,7,July,0.0
Louisiana,2015-08-01,2015,8,August,0.0
Louisiana,2015-09-01,2015,9,September,0.0
Louisiana,2015-10-01,2015,10,October,129.92
Louisiana,2015-11-01,2015,11,November,682.91
Louisiana,2015-12-01,2015,12,December,0.0
Louisiana,2016-01-01,2016,1,January,0.0
Louisiana,2016-02-01,2016,2,February,0.0
Louisiana,2016-03-01,2016,3,March,0.0
Louisiana,2016-04-01,2016,4,April,106.5
Louisiana,2016-05-01,2016,5,May,0.0
Louisiana,2016-06-01,2016,6,June,207.82
Louisiana,2016-07-01,2016,7,July,0.0
Louisiana,2016-08-01,2016,8,August,0.0
Louisiana,2016-09-01,2016,9,September,517.5
Louisiana,2016-10-01,2016,10,October,0.0
Louisiana,2016-11-01,2016,11,November,0.0
Louisiana,2016-12-01,2016,12,December,0.0
Louisiana,2017-01-01,2017,1,January,0.0
Louisiana,2017-02-01,2017,2,February,0.0
Louisiana,2017-03-01,2017,3,March,12.96
Louisiana,2017-04-01,2017,4,April,0.0
Louisiana,2017-05-01,2017,5,May,0.0
Louisiana,2017-06-01,2017,6,June,0.0
Louisiana,2017-07-01,2017,7,July,73.2
Louisiana,2017-08-01,2017,8,August,89.32000000000001
Louisiana,2017-09-01,2017,9,September,87.28
Louisiana,2017-10-01,2017,10,October,0.0
Louisiana,2017-11-01,2017,11,November,0.0
Louisiana,2017-12-01,2017,12,December,0.0
Louisiana,2018-01-01,2018,1,January,0.0
Louisiana,2018-02-01,2018,2,February,29.16
Louisiana,2018-03-01,2018,3,March,0.0
Louisiana,2018-04-01,2018,4,April,0.0
Louisiana,2018-05-01,2018,5,May,253.86
Louisiana,2018-06-01,2018,6,June,0.0
Louisiana,2018-07-01,2018,7,July,0.0
Louisiana,2018-08-01,2018,8,August,1298.55
Louisiana,2018-09-01,2018,9,September,0.0
Louisiana,2018-10-01,2018,10,October,1541.51
Louisiana,2018-11-01,2018,11,November,0.0
Louisiana,2018-12-01,2018,12,December,2378.47
Maine,2015-08-01,2015,8,August,617.12
Maine,2015-09-01,2015,9,September,0.0
Maine,2015-10-01,2015,10,October,0.0
Maine,2015-11-01,2015,11,November,0.0
Maine,2015-12-01,2015,12,December,0.0
Maine,2016-01-01,2016,1,January,0.0
Maine,2016-02-01,2016,2,February,0.0
Maine,2016-03-01,2016,3,March,0.0
Maine,2016-04-01,2016,4,April,0.0
Maine,2016-05-01,2016,5,May,0.0
Maine,2016-06-01,2016,6,June,106.08000000000001
Maine,2016-07-01,2016,7,July,0.0
Maine,2016-08-01,2016,8,August,0.0
Maine,2016-09-01,2016,9,September,0.0
Maine,2016-10-01,2016,10,October,0.0
Maine,2016-11-01,2016,11,November,0.0
Maine,2016-12-01,2016,12,December,0.0
Maine,2017-01-01,2017,1,January,0.0
Maine,2017-02-01,2017,2,February,0.0
Maine,2017-03-01,2017,3,March,0.0
Maine,2017-04-01,2017,4,April,0.0
Maine,2017-05-01,2017,5,May,0.0
Maine,2017-06-01,2017,6,June,0.0
Maine,2017-07-01,2017,7,July,0.0
Maine,2017-08-01,2017,8,August,0.0
Maine,2017-09-01,2017,9,September,547.33
Maryland,2015-04-01,2015,4,April,534.7900000000001
Maryland,2015-05-01,2015,5,May,116.28
Maryland,2015-06-01,2015,6,June,0.0
Maryland,2015-07-01,2015,7,July,0.0
Maryland,2015-08-01,2015,8,August,0.0
Maryland,2015-09-01,2015,9,September,587.14
Maryland,2015-10-01,2015,10,October,0.0
Maryland,2015-11-01,2015,11,November,0.0
Maryland,2015-12-01,2015,12,December,463.04
Maryland,2016-01-01,2016,1,January,0.0
Maryland,2016-02-01,2016,2,February,2541.98
Maryland,2016-03-01,2016,3,March,89.82
Maryland,2016-04-01,2016,4,April,0.0
Maryland,2016-05-01,2016,5,May,0.0
Maryland,2016-06-01,2016,6,June,0.0
Maryland,2016-07-01,2016,7,July,1433.57
Maryland,2016-08-01,2016,8,August,77.58
Maryland,2016-09-01,2016,9,September,2503.82
Maryland,2016-10-01,2016,10,October,26.82
Maryland,2016-11-01,2016,11,November,0.0
Maryland,2016-12-01,2016,12,December,1169.52
Maryland,2017-01-01,2017,1,January,405.91999999999996
Maryland,2017-02-01,2017,2,February,664.221
Maryland,2017-03-01,2017,3,March,2073.35
Maryland,2017-04-01,2017,4,April,25.06
Maryland,2017-05-01,2017,5,May,0.0
Maryland,2017-06-01,2017,6,June,0.0
Maryland,2017-07-01,2017,7,July,122.34
Maryland,2017-08-01,2017,8,August,0.0
Maryland,2017-09-01,2017,9,September,430.94
Maryland,2017-10-01,2017,10,October,337.53200000000004
Maryland,2017-11-01,2017,11,November,297.73
Maryland,2017-12-01,2017,12,December,352.47
Maryland,2018-01-01,2018,1,January,0.0
Maryland,2018-02-01,2018,2,February,58.85
Maryland,2018-03-01,2018,3,March,223.38
Maryland,2018-04-01,2018,4,April,908.82
Maryland,2018-05-01,2018,5,May,634.18
Maryland,2018-06-01,2018,6,June,0.0
Maryland,2018-07-01,2018,7,July,89.95
Maryland,2018-08-01,2018,8,August,2411.8
Maryland,2018-09-01,2018,9,September,390.49
Maryland,2018-10-01,2018,10,October,57.64
Maryland,2018-11-01,2018,11,November,4676.49
Massachusetts,2015-04-01,2015,4,April,73.19999999999999
Massachusetts,2015-05-01,2015,5,May,2503.0860000000002
Massachusetts,2015-06-01,2015,6,June,0.0
Massachusetts,2015-07-01,2015,7,July,0.0
Massachusetts,2015-08-01,2015,8,August,0.0
Massachusetts,2015-09-01,2015,9,September,2350.63
Massachusetts,2015-10-01,2015,10,October,1885.27
Massachusetts,2015-11-01,2015,11,November,0.0
Massachusetts,2015-12-01,2015,12,December,3087.92
Massachusetts,2016-01-01,2016,1,January,6.68
Massachusetts,2016-02-01,2016,2,February,25.869999999999997
Massachusetts,2016-03-01,2016,3,March,0.0
Massachusetts,2016-04-01,2016,4,April,281.15999999999997
Massachusetts,2016-05-01,2016,5,May,0.0
Massachusetts,2016-06-01,2016,6,June,0.0
Massachusetts,2016-07-01,2016,7,July,431.48
Massachusetts,2016-08-01,2016,8,August,653.64
Massachusetts,2016-09-01,2016,9,September,3347.02
Massachusetts,2016-10-01,2016,10,October,334.43
Massachusetts,2016-11-01,2016,11,November,1466.188
Massachusetts,2016-12-01,2016,12,December,79.52000000000001
Massachusetts,2017-01-01,2017,1,January,0.0
Massachusetts,2017-02-01,2017,2,February,0.0
Massachusetts,2017-03-01,2017,3,March,475.53
Massachusetts,2017-04-01,2017,4,April,0.0
Massachusetts,2017-05-01,2017,5,May,0.0
Massachusetts,2017-06-01,2017,6,June,819.8199999999999
Massachusetts,2017-07-01,2017,7,July,0.0
Massachusetts,2017-08-01,2017,8,August,549.775
Massachusetts,2017-09-01,2017,9,September,395.34000000000003
Massachusetts,2017-10-01,2017,10,October,0.0
Massachusetts,2017-11-01,2017,11,November,0.0
Massachusetts,2017-12-01,2017,12,December,1724.799
Massachusetts,2018-01-01,2018,1,January,12.7
Massachusetts,2018-02-01,2018,2,February,0.0
Massachusetts,2018-03-01,2018,3,March,160.53
Massachusetts,2018-04-01,2018,4,April,0.0
Massachusetts,2018-05-01,2018,5,May,87.6
Massachusetts,2018-06-01,2018,6,June,0.0
Massachusetts,2018-07-01,2018,7,July,328.53999999999996
Massachusetts,2018-08-01,2018,8,August,1959.324
Massachusetts,2018-09-01,2018,9,September,1926.4
Massachusetts,2018-10-01,2018,10,October,111.19
Massachusetts,2018-11-01,2018,11,November,281.63
Massachusetts,2018-12-01,2018,12,December,3275.162
Michigan,2015-01-01,2015,1,January,949.116
Michigan,2015-02-01,2015,2,February,0.0
Michigan,2015-03-01,2015,3,March,22.38
Michigan,2015-04-01,2015,4,April,855.44
Michigan,2015-05-01,2015,5,May,104.22
Michigan,2015-06-01,2015,6,June,929.9300000000001
Michigan,2015-07-01,2015,7,July,0.0
Michigan,2015-08-01,2015,8,August,1129.165
Michigan,2015-09-01,2015,9,September,103.6
Michigan,2015-10-01,2015,10,October,211.96
Michigan,2015-11-01,2015,11,November,1742.4
Michigan,2015-12-01,2015,12,December,124.04
Michigan,2016-01-01,2016,1,January,0.0
Michigan,2016-02-01,2016,2,February,79.36
Michigan,2016-03-01,2016,3,March,0.0
Michigan,2016-04-01,2016,4,April,5454.267999999999
Michigan,2016-05-01,2016,5,May,925.83
Michigan,2016-06-01,2016,6,June,829.33
Michigan,2016-07-01,2016,7,July,19.0
Michigan,2016-08-01,2016,8,August,957.8800000000001
Michigan,2016-09-01,2016,9,September,270.13
Michigan,2016-10-01,2016,10,October,1971.7430000000002
Michigan,2016-11-01,2016,11,November,3211.478
Michigan,2016-12-01,2016,12,December,3124.66
Michigan,2017-01-01,2017,1,January,0.0
Michigan,2017-02-01,2017,2,February,0.0
Michigan,2017-03-01,2017,3,March,221.044
Michigan,2017-04-01,2017,4,April,523.18
Michigan,2017-05-01,2017,5,May,3963.57
Michigan,2017-06-01,2017,6,June,925.94
Michigan,2017-07-01,2017,7,July,2578.79
Michigan,2017-08-01,2017,8,August,1172.76
Michigan,2017-09-01,2017,9,September,1264.18
Michigan,2017-10-01,2017,10,October,448.62
Michigan,2017-11-01,2017,11,November,3456.532
Michigan,2017-12-01,2017,12,December,12731.879
Michigan,2018-01-01,2018,1,January,10313.495
Michigan,2018-02-01,2018,2,February,0.0
Michigan,2018-03-01,2018,3,March,1237.72
Michigan,2018-04-01,2018,4,April,1242.52
Michigan,2018-05-01,2018,5,May,2090.8140000000003
Michigan,2018-06-01,2018,6,June,1184.86
Michigan,2018-07-01,2018,7,July,0.0
Michigan,2018-08-01,2018,8,August,53.72
Michigan,2018-09-01,2018,9,September,4285.43
Michigan,2018-10-01,2018,10,October,361.17
Michigan,2018-11-01,2018,11,November,1024.11
Michigan,2018-12-01,2018,12,December,4039.81
Minnesota,2015-03-01,2015,3,March,379.22
Minnesota,2015-04-01,2015,4,April,0.0
Minnesota,2015-05-01,2015,5,May,0.0
Minnesota,2015-06-01,2015,6,June,4409.38
Minnesota,2015-07-01,2015,7,July,0.0
Minnesota,2015-08-01,2015,8,August,0.0
Minnesota,2015-09-01,2015,9,September,9900.19
Minnesota,2015-10-01,2015,10,October,0.0
Minnesota,2015-11-01,2015,11,November,1050.18
Minnesota,2015-12-01,2015,12,December,144.35999999999999
Minnesota,2016-01-01,2016,1,January,171.5
Minnesota,2016-02-01,2016,2,February,0.0
Minnesota,2016-03-01,2016,3,March,0.0
Minnesota,2016-04-01,2016,4,April,0.0
Minnesota,2016-05-01,2016,5,May,3113.75
Minnesota,2016-06-01,2016,6,June,0.0
Minnesota,2016-07-01,2016,7,July,155.88
Minnesota,2016-08-01,2016,8,August,74.94
Minnesota,2016-09-01,2016,9,September,43.0
Minnesota,2016-10-01,2016,10,October,0.0
Minnesota,2016-11-01,2016,11,November,2165.12
Minnesota,2016-12-01,2016,12,December,0.0
Minnesota,2017-01-01,2017,1,January,0.0
Minnesota,2017-02-01,2017,2,February,0.0
Minnesota,2017-03-01,2017,3,March,63.44
Minnesota,2017-04-01,2017,4,April,0.0
Minnesota,2017-05-01,2017,5,May,0.0
Minnesota,2017-06-01,2017,6,June,692.94
Minnesota,2017-07-01,2017,7,July,0.0
Minnesota,2017-08-01,2017,8,August,0.0
Minnesota,2017-09-01,2017,9,September,613.29
Minnesota,2017-10-01,2017,10,October,0.0
Minnesota,2017-11-01,2017,11,November,0.0
Minnesota,2017-12-01,2017,12,December,157.71
Minnesota,2018-01-01,2018,1,January,0.0
Minnesota,2018-02-01,2018,2,February,90.64
Minnesota,2018-03-01,2018,3,March,375.71
Minnesota,2018-04-01,2018,4,April,0.0
Minnesota,2018-05-01,2018,5,May,0.0
Minnesota,2018-06-01,2018,6,June,530.01
Minnesota,2018-07-01,2018,7,July,735.98
Minnesota,2018-08-01,2018,8,August,201.88
Minnesota,2018-09-01,2018,9,September,1630.21
Minnesota,2018-10-01,2018,10,October,1820.13
Minnesota,2018-11-01,2018,11,November,153.46
Minnesota,2018-12-01,2018,12,December,1190.23
Mississippi,2015-03-01,2015,3,March,103.5
Mississippi,2015-04-01,2015,4,April,47.79
Mississippi,2015-05-01,2015,5,May,773.7
Mississippi,2015-06-01,2015,6,June,616.14
Mississippi,2015-07-01,2015,7,July,514.03
Mississippi,2015-08-01,2015,8,August,0.0
Mississippi,2015-09-01,2015,9,September,0.0
Mississippi,2015-10-01,2015,10,October,0.0
Mississippi,2015-11-01,2015,11,November,0.0
Mississippi,2015-12-01,2015,12,December,0.0
Mississippi,2016-01-01,2016,1,January,0.0
Mississippi,2016-02-01,2016,2,February,0.0
Mississippi,2016-03-01,2016,3,March,0.0
Mississippi,2016-04-01,2016,4,April,0.0
Mississippi,2016-05-01,2016,5,May,0.0
Mississippi,2016-06-01,2016,6,June,0.0
Mississippi,2016-07-01,2016,7,July,239.7
Mississippi,2016-08-01,2016,8,August,0.0
Mississippi,2016-09-01,2016,9,September,0.0
Mississippi,2016-10-01,2016,10,October,0.0
Mississippi,2016-11-01,2016,11,November,0.0
Mississippi,2016-12-01,2016,12,December,62.459999999999994
Mississippi,2017-01-01,2017,1,January,31.36
Mississippi,2017-02-01,2017,2,February,264.18
Mississippi,2017-03-01,2017,3,March,451.89
Mississippi,2017-04-01,2017,4,April,0.0
Mississippi,2017-05-01,2017,5,May,798.02
Mississippi,2017-06-01,2017,6,June,0.0
Mississippi,2017-07-01,2017,7,July,3613.97
Mississippi,2017-08-01,2017,8,August,23.34
Mississippi,2017-09-01,2017,9,September,0.0
Mississippi,2017-10-01,2017,10,October,0.0
Mississippi,2017-11-01,2017,11,November,0.0
Mississippi,2017-12-01,2017,12,December,234.01999999999998
Mississippi,2018-01-01,2018,1,January,0.0
Mississippi,2018-02-01,2018,2,February,0.0
Mississippi,2018-03-01,2018,3,March,839.25
Mississippi,2018-04-01,2018,4,April,0.0
Mississippi,2018-05-01,2018,5,May,48.69
Mississippi,2018-06-01,2018,6,June,0.0
Mississippi,2018-07-01,2018,7,July,0.0
Mississippi,2018-08-01,2018,8,August,866.4
Mississippi,2018-09-01,2018,9,September,0.0
Mississippi,2018-10-01,2018,10,October,11.68
Mississippi,2018-11-01,2018,11,November,173.8
Mississippi,2018-12-01,2018,12,December,1057.42
Missouri,2015-02-01,2015,2,February,535.27
Missouri,2015-03-01,2015,3,March,0.0
Missouri,2015-04-01,2015,4,April,0.0
Missouri,2015-05-01,2015,5,May,0.0
Missouri,2015-06-01,2015,6,June,0.0
Missouri,2015-07-01,2015,7,July,0.0
Missouri,2015-08-01,2015,8,August,897.8399999999999
Missouri,2015-09-01,2015,9,September,0.0
Missouri,2015-10-01,2015,10,October,0.0
Missouri,2015-11-01,2015,11,November,111.79
Missouri,2015-12-01,2015,12,December,103.13
Missouri,2016-01-01,2016,1,January,0.0
Missouri,2016-02-01,2016,2,February,0.0
Missouri,2016-03-01,2016,3,March,0.0
Missouri,2016-04-01,2016,4,April,0.0
Missouri,2016-05-01,2016,5,May,0.0
Missouri,2016-06-01,2016,6,June,10.56
Missouri,2016-07-01,2016,7,July,52.59
Missouri,2016-08-01,2016,8,August,241.34
Missouri,2016-09-01,2016,9,September,0.0
Missouri,2016-10-01,2016,10,October,0.0
Missouri,2016-11-01,2016,11,November,1685.15
Missouri,2016-12-01,2016,12,December,4995.570000000001
Missouri,2017-01-01,2017,1,January,0.0
Missouri,2017-02-01,2017,2,February,0.0
Missouri,2017-03-01,2017,3,March,697.16
Missouri,2017-04-01,2017,4,April,86.62
Missouri,2017-05-01,2017,5,May,54.48
Missouri,2017-06-01,2017,6,June,0.0
Missouri,2017-07-01,2017,7,July,589.52
Missouri,2017-08-01,2017,8,August,0.0
Missouri,2017-09-01,2017,9,September,296.51
Missouri,2017-10-01,2017,10,October,2377.56
Missouri,2017-11-01,2017,11,November,119.25999999999999
Missouri,2017-12-01,2017,12,December,0.0
Missouri,2018-01-01,2018,1,January,4619.33
Missouri,2018-02-01,2018,2,February,0.0
Missouri,2018-03-01,2018,3,March,0.0
Missouri,2018-04-01,2018,4,April,131.36
Missouri,2018-05-01,2018,5,May,865.0
Missouri,2018-06-01,2018,6,June,0.0
Missouri,2018-07-01,2018,7,July,0.0
Missouri,2018-08-01,2018,8,August,0.0
Missouri,2018-09-01,2018,9,September,2635.6800000000003
Missouri,2018-10-01,2018,10,October,0.0
Missouri,2018-11-01,2018,11,November,260.0
Missouri,2018-12-01,2018,12,December,839.43
Montana,2015-04-01,2015,4,April,410.104
Montana,2015-05-01,2015,5,May,0.0
Montana,2015-06-01,2015,6,June,0.0
Montana,2015-07-01,2015,7,July,6.096
Montana,2015-08-01,2015,8,August,8.288
Montana,2015-09-01,2015,9,September,0.0
Montana,2015-10-01,2015,10,October,0.0
Montana,2015-11-01,2015,11,November,0.0
Montana,2015-12-01,2015,12,December,0.0
Montana,2016-01-01,2016,1,January,43.66
Montana,2016-02-01,2016,2,February,0.0
Montana,2016-03-01,2016,3,March,0.0
Montana,2016-04-01,2016,4,April,0.0
Montana,2016-05-01,2016,5,May,0.0
Montana,2016-06-01,2016,6,June,0.0
Montana,2016-07-01,2016,7,July,0.0
Montana,2016-08-01,2016,8,August,0.0
Montana,2016-09-01,2016,9,September,0.0
Montana,2016-10-01,2016,10,October,0.0
Montana,2016-11-01,2016,11,November,403.94
Montana,2016-12-01,2016,12,December,487.984
Montana,2017-01-01,2017,1,January,0.0
Montana,2017-02-01,2017,2,February,0.0
Montana,2017-03-01,2017,3,March,0.0
Montana,2017-04-01,2017,4,April,0.0
Montana,2017-05-01,2017,5,May,0.0
Montana,2017-06-01,2017,6,June,0.0
Montana,2017-07-01,2017,7,July,0.0
Montana,2017-08-01,2017,8,August,0.0
Montana,2017-09-01,2017,9,September,0.0
Montana,2017-10-01,2017,10,October,0.0
Montana,2017-11-01,2017,11,November,0.0
Montana,2017-12-01,2017,12,December,0.0
Montana,2018-01-01,2018,1,January,4189.38
Montana,2018-02-01,2018,2,February,0.0
Montana,2018-03-01,2018,3,March,0.0
Montana,2018-04-01,2018,4,April,0.0
Montana,2018-05-01,2018,5,May,0.0
Montana,2018-06-01,2018,6,June,0.0
Montana,2018-07-01,2018,7,July,0.0
Montana,2018-08-01,2018,8,August,0.0
Montana,2018-09-01,2018,9,September,39.9
Nebraska,2015-07-01,2015,7,July,35.98
Nebraska,2015-08-01,2015,8,August,0.0
Nebraska,2015-09-01,2015,9,September,68.71000000000001
Nebraska,2015-10-01,2015,10,October,15.36
Nebraska,2015-11-01,2015,11,November,89.97
Nebraska,2015-12-01,2015,12,December,0.0
Nebraska,2016-01-01,2016,1,January,0.0
Nebraska,2016-02-01,2016,2,February,178.37
Nebraska,2016-03-01,2016,3,March,0.0
Nebraska,2016-04-01,2016,4,April,17.43
Nebraska,2016-05-01,2016,5,May,0.0
Nebraska,2016-06-01,2016,6,June,269.98
Nebraska,2016-07-01,2016,7,July,0.0
Nebraska,2016-08-01,2016,8,August,0.0
Nebraska,2016-09-01,2016,9,September,0.0
Nebraska,2016-10-01,2016,10,October,0.0
Nebraska,2016-11-01,2016,11,November,0.0
Nebraska,2016-12-01,2016,12,December,128.36
Nebraska,2017-01-01,2017,1,January,0.0
Nebraska,2017-02-01,2017,2,February,0.0
Nebraska,2017-03-01,2017,3,March,0.0
Nebraska,2017-04-01,2017,4,April,29.05
Nebraska,2017-05-01,2017,5,May,0.0
Nebraska,2017-06-01,2017,6,June,0.0
Nebraska,2017-07-01,2017,7,July,0.0
Nebraska,2017-08-01,2017,8,August,0.0
Nebraska,2017-09-01,2017,9,September,2374.73
Nebraska,2017-10-01,2017,10,October,0.0
Nebraska,2017-11-01,2017,11,November,0.0
Nebraska,2017-12-01,2017,12,December,677.6400000000001
Nebraska,2018-01-01,2018,1,January,0.0
Nebraska,2018-02-01,2018,2,February,0.0
Nebraska,2018-03-01,2018,3,March,0.0
Nebraska,2018-04-01,2018,4,April,0.0
Nebraska,2018-05-01,2018,5,May,23.55
Nebraska,2018-06-01,2018,6,June,73.97
Nebraska,2018-07-01,2018,7,July,79.96
Nebraska,2018-08-01,2018,8,August,0.0
Nebraska,2018-09-01,2018,9,September,15.96
Nebraska,2018-10-01,2018,10,October,104.85
Nebraska,2018-11-01,2018,11,November,0.0
Nebraska,2018-12-01,2018,12,December,3281.06
Nevada,2015-01-01,2015,1,January,40.08
Nevada,2015-02-01,2015,2,February,14.56
Nevada,2015-03-01,2015,3,March,0.0
Nevada,2015-04-01,2015,4,April,0.0
Nevada,2015-05-01,2015,5,May,0.0
Nevada,2015-06-01,2015,6,June,134.6
Nevada,2015-07-01,2015,7,July,1891.316
Nevada,2015-08-01,2015,8,August,0.0
Nevada,2015-09-01,2015,9,September,0.0
Nevada,2015-10-01,2015,10,October,4.71
Nevada,2015-11-01,2015,11,November,0.0
Nevada,2015-12-01,2015,12,December,475.944
Nevada,2016-01-01,2016,1,January,0.0
Nevada,2016-02-01,2016,2,February,0.0
Nevada,2016-03-01,2016,3,March,0.0
Nevada,2016-04-01,2016,4,April,0.0
Nevada,2016-05-01,2016,5,May,0.0
Nevada,2016-06-01,2016,6,June,0.0
Nevada,2016-07-01,2016,7,July,0.0
Nevada,2016-08-01,2016,8,August,0.0
Nevada,2016-09-01,2016,9,September,45.584
Nevada,2016-10-01,2016,10,October,79.36
Nevada,2016-11-01,2016,11,November,345.968
Nevada,2016-12-01,2016,12,December,1477.55
Nevada,2017-01-01,2017,1,January,0.0
Nevada,2017-02-01,2017,2,February,0.0
Nevada,2017-03-01,2017,3,March,58.58
Nevada,2017-04-01,2017,4,April,0.0
Nevada,2017-05-01,2017,5,May,4088.0080000000003
Nevada,2017-06-01,2017,6,June,0.0
Nevada,2017-07-01,2017,7,July,86.2
Nevada,2017-08-01,2017,8,August,0.0
Nevada,2017-09-01,2017,9,September,0.0
Nevada,2017-10-01,2017,10,October,4685.076
Nevada,2017-11-01,2017,11,November,0.0
Nevada,2017-12-01,2017,12,December,163.408
Nevada,2018-01-01,2018,1,January,0.0
Nevada,2018-02-01,2018,2,February,0.0
Nevada,2018-03-01,2018,3,March,0.0
Nevada,2018-04-01,2018,4,April,196.45
Nevada,2018-05-01,2018,5,May,1196.316
Nevada,2018-06-01,2018,6,June,75.792
Nevada,2018-07-01,2018,7,July,0.0
Nevada,2018-08-01,2018,8,August,0.0
Nevada,2018-09-01,2018,9,September,0.0
Nevada,2018-10-01,2018,10,October,0.0
Nevada,2018-11-01,2018,11,November,0.0
Nevada,2018-12-01,2018,12,December,1669.6
