State,Month,Year,Month Number,Month Name,Actual Sales,Predicted Sales,Error,Absolute Error,Best Model,MAE,RMSE,MAPE,WAPE,Forecast Reliability
North Carolina,2018-07-01,2018,7,July,94.768,993.3063161407351,-898.5383161407351,898.5383161407351,Holt Linear Trend,2824.5709,5385.9156,289.843,88.9291,Very Low
North Carolina,2018-08-01,2018,8,August,809.616,997.7251293660551,-188.10912936605507,188.10912936605507,Holt Linear Trend,2824.5709,5385.9156,289.843,88.9291,Very Low
North Carolina,2018-09-01,2018,9,September,1033.056,1002.1439425913749,30.912057408625174,30.912057408625174,Holt Linear Trend,2824.5709,5385.9156,289.843,88.9291,Very Low
North Carolina,2018-10-01,2018,10,October,2982.606,1006.5627558166948,1976.0432441833054,1976.0432441833054,Holt Linear Trend,2824.5709,5385.9156,289.843,88.9291,Very Low
North Carolina,2018-11-01,2018,11,November,13993.298,1010.9815690420146,12982.316430957986,12982.316430957986,Holt Linear Trend,2824.5709,5385.9156,289.843,88.9291,Very Low
North Carolina,2018-12-01,2018,12,December,143.894,1015.4003822673344,-871.5063822673344,871.5063822673344,Holt Linear Trend,2824.5709,5385.9156,289.843,88.9291,Very Low
Ohio,2018-07-01,2018,7,July,3437.14,2178.1261773645474,1259.0138226354525,1259.0138226354525,Holt Linear Trend,1175.4891,1321.6043,72.3822,47.9701,Very Low
Ohio,2018-08-01,2018,8,August,703.0300000000001,2212.516984564418,-1509.486984564418,1509.486984564418,Holt Linear Trend,1175.4891,1321.6043,72.3822,47.9701,Very Low
Ohio,2018-09-01,2018,9,September,2865.638,2246.9077917642885,618.7302082357114,618.7302082357114,Holt Linear Trend,1175.4891,1321.6043,72.3822,47.9701,Very Low
Ohio,2018-10-01,2018,10,October,1167.508,2281.2985989641593,-1113.7905989641592,1113.7905989641592,Holt Linear Trend,1175.4891,1321.6043,72.3822,47.9701,Very Low
Ohio,2018-11-01,2018,11,November,4523.492,2315.6894061640296,2207.8025938359706,2207.8025938359706,Holt Linear Trend,1175.4891,1321.6043,72.3822,47.9701,Very Low
Ohio,2018-12-01,2018,12,December,2005.97,2350.0802133639004,-344.11021336390036,344.11021336390036,Holt Linear Trend,1175.4891,1321.6043,72.3822,47.9701,Very Low
Oklahoma,2018-07-01,2018,7,July,935.74,159.1,776.64,776.64,Three Month Moving Average,583.2133,944.6848,382.3449,97.2779,Very Low
Oklahoma,2018-08-01,2018,8,August,0.0,159.1,-159.1,159.1,Three Month Moving Average,583.2133,944.6848,382.3449,97.2779,Very Low
Oklahoma,2018-09-01,2018,9,September,291.96,159.1,132.85999999999999,132.85999999999999,Three Month Moving Average,583.2133,944.6848,382.3449,97.2779,Very Low
Oklahoma,2018-10-01,2018,10,October,2320.54,159.1,2161.44,2161.44,Three Month Moving Average,583.2133,944.6848,382.3449,97.2779,Very Low
Oklahoma,2018-11-01,2018,11,November,38.16,159.1,-120.94,120.94,Three Month Moving Average,583.2133,944.6848,382.3449,97.2779,Very Low
Oklahoma,2018-12-01,2018,12,December,10.8,159.1,-148.29999999999998,148.29999999999998,Three Month Moving Average,583.2133,944.6848,382.3449,97.2779,Very Low
Oregon,2018-06-01,2018,6,June,87.688,183.48266666666666,-95.79466666666666,95.79466666666666,Three Month Moving Average,409.0437,548.1305,3423.9678,105.0561,Very Low
Oregon,2018-07-01,2018,7,July,1.08,183.48266666666666,-182.40266666666665,182.40266666666665,Three Month Moving Average,409.0437,548.1305,3423.9678,105.0561,Very Low
Oregon,2018-08-01,2018,8,August,6.208,183.48266666666666,-177.27466666666666,177.27466666666666,Three Month Moving Average,409.0437,548.1305,3423.9678,105.0561,Very Low
Oregon,2018-09-01,2018,9,September,1147.814,183.48266666666666,964.3313333333334,964.3313333333334,Three Month Moving Average,409.0437,548.1305,3423.9678,105.0561,Very Low
Oregon,2018-10-01,2018,10,October,1063.9070000000002,183.48266666666666,880.4243333333335,880.4243333333335,Three Month Moving Average,409.0437,548.1305,3423.9678,105.0561,Very Low
Oregon,2018-11-01,2018,11,November,29.448000000000004,183.48266666666666,-154.03466666666665,154.03466666666665,Three Month Moving Average,409.0437,548.1305,3423.9678,105.0561,Very Low
Pennsylvania,2018-07-01,2018,7,July,3194.5,2748.8204416577,445.67955834229997,445.67955834229997,Holt Linear Trend,2830.2514,3724.792,43.4325,53.0101,Very Low
Pennsylvania,2018-08-01,2018,8,August,7822.83,2783.381525604437,5039.448474395564,5039.448474395564,Holt Linear Trend,2830.2514,3724.792,43.4325,53.0101,Very Low
Pennsylvania,2018-09-01,2018,9,September,9018.123,2817.942609551173,6200.180390448826,6200.180390448826,Holt Linear Trend,2830.2514,3724.792,43.4325,53.0101,Very Low
Pennsylvania,2018-10-01,2018,10,October,1873.304,2852.50369349791,-979.1996934979097,979.1996934979097,Holt Linear Trend,2830.2514,3724.792,43.4325,53.0101,Very Low
Pennsylvania,2018-11-01,2018,11,November,7158.675,2887.064777444646,4271.610222555354,4271.610222555354,Holt Linear Trend,2830.2514,3724.792,43.4325,53.0101,Very Low
Pennsylvania,2018-12-01,2018,12,December,2967.016,2921.625861391383,45.390138608617235,45.390138608617235,Holt Linear Trend,2830.2514,3724.792,43.4325,53.0101,Very Low
Rhode Island,2018-07-01,2018,7,July,252.0,223.45343717688058,28.546562823119416,28.546562823119416,Holt Linear Trend,487.6126,770.2045,50.2099,91.8712,Very Low
Rhode Island,2018-08-01,2018,8,August,0.0,186.3176941979846,-186.3176941979846,186.3176941979846,Holt Linear Trend,487.6126,770.2045,50.2099,91.8712,Very Low
Rhode Island,2018-09-01,2018,9,September,148.0,149.1819512190886,-1.181951219088603,1.181951219088603,Holt Linear Trend,487.6126,770.2045,50.2099,91.8712,Very Low
Rhode Island,2018-10-01,2018,10,October,1275.66,112.04620824019258,1163.6137917598076,1163.6137917598076,Holt Linear Trend,487.6126,770.2045,50.2099,91.8712,Very Low
Rhode Island,2018-11-01,2018,11,November,0.0,74.91046526129657,-74.91046526129657,74.91046526129657,Holt Linear Trend,487.6126,770.2045,50.2099,91.8712,Very Low
Rhode Island,2018-12-01,2018,12,December,1508.88,37.774722282400575,1471.1052777175996,1471.1052777175996,Holt Linear Trend,487.6126,770.2045,50.2099,91.8712,Very Low
South Carolina,2018-07-01,2018,7,July,0.0,0.0,0.0,0.0,Last Value (Naive),188.4733,325.749,100.0,100.0,Very Low
South Carolina,2018-08-01,2018,8,August,0.0,0.0,0.0,0.0,Last Value (Naive),188.4733,325.749,100.0,100.0,Very Low
South Carolina,2018-09-01,2018,9,September,685.26,0.0,685.26,685.26,Last Value (Naive),188.4733,325.749,100.0,100.0,Very Low
South Carolina,2018-10-01,2018,10,October,0.0,0.0,0.0,0.0,Last Value (Naive),188.4733,325.749,100.0,100.0,Very Low
South Carolina,2018-11-01,2018,11,November,406.93999999999994,0.0,406.93999999999994,406.93999999999994,Last Value (Naive),188.4733,325.749,100.0,100.0,Very Low
South Carolina,2018-12-01,2018,12,December,38.64,0.0,38.64,38.64,Last Value (Naive),188.4733,325.749,100.0,100.0,Very Low
South Dakota,2018-06-01,2018,6,June,0.0,0.0,0.0,0.0,Last Value (Naive),192.235,460.585,100.0,100.0,Very Low
South Dakota,2018-07-01,2018,7,July,1127.91,0.0,1127.91,1127.91,Last Value (Naive),192.235,460.585,100.0,100.0,Very Low
South Dakota,2018-08-01,2018,8,August,0.0,0.0,0.0,0.0,Last Value (Naive),192.235,460.585,100.0,100.0,Very Low
South Dakota,2018-09-01,2018,9,September,0.0,0.0,0.0,0.0,Last Value (Naive),192.235,460.585,100.0,100.0,Very Low
South Dakota,2018-10-01,2018,10,October,0.0,0.0,0.0,0.0,Last Value (Naive),192.235,460.585,100.0,100.0,Very Low
South Dakota,2018-11-01,2018,11,November,25.5,0.0,25.5,25.5,Last Value (Naive),192.235,460.585,100.0,100.0,Very Low
Tennessee,2018-07-01,2018,7,July,0.0,1339.3213333333335,-1339.3213333333335,1339.3213333333335,Three Month Moving Average,1164.4164,1470.2183,39.7869,58.6304,Very Low
Tennessee,2018-08-01,2018,8,August,2481.826,1339.3213333333335,1142.5046666666665,1142.5046666666665,Three Month Moving Average,1164.4164,1470.2183,39.7869,58.6304,Very Low
Tennessee,2018-09-01,2018,9,September,1125.512,1339.3213333333335,-213.8093333333336,213.8093333333336,Three Month Moving Average,1164.4164,1470.2183,39.7869,58.6304,Very Low
Tennessee,2018-10-01,2018,10,October,4331.458,1339.3213333333335,2992.1366666666663,2992.1366666666663,Three Month Moving Average,1164.4164,1470.2183,39.7869,58.6304,Very Low
Tennessee,2018-11-01,2018,11,November,1869.917,1339.3213333333335,530.5956666666664,530.5956666666664,Three Month Moving Average,1164.4164,1470.2183,39.7869,58.6304,Very Low
Tennessee,2018-12-01,2018,12,December,2107.452,1339.3213333333335,768.1306666666667,768.1306666666667,Three Month Moving Average,1164.4164,1470.2183,39.7869,58.6304,Very Low
Texas,2018-07-01,2018,7,July,2154.79,3793.618776445437,-1638.8287764454371,1638.8287764454371,Holt Linear Trend,1403.2429,1892.2913,38.9761,35.8687,Very Low
Texas,2018-08-01,2018,8,August,2566.792,3874.619965087456,-1307.827965087456,1307.827965087456,Holt Linear Trend,1403.2429,1892.2913,38.9761,35.8687,Very Low
Texas,2018-09-01,2018,9,September,3939.966,3955.621153729475,-15.655153729474932,15.655153729474932,Holt Linear Trend,1403.2429,1892.2913,38.9761,35.8687,Very Low
Texas,2018-10-01,2018,10,October,4143.6502,4036.6223423714937,107.02785762850635,107.02785762850635,Holt Linear Trend,1403.2429,1892.2913,38.9761,35.8687,Very Low
Texas,2018-11-01,2018,11,November,7968.447,4117.623531013513,3850.8234689864876,3850.8234689864876,Holt Linear Trend,1403.2429,1892.2913,38.9761,35.8687,Very Low
Texas,2018-12-01,2018,12,December,2699.3308,4198.624719655531,-1499.2939196555312,1499.2939196555312,Holt Linear Trend,1403.2429,1892.2913,38.9761,35.8687,Very Low
Utah,2018-06-01,2018,6,June,0.0,77.46608831344369,-77.46608831344369,77.46608831344369,Holt Linear Trend,396.0547,888.2733,117.079,96.5737,Very Low
Utah,2018-07-01,2018,7,July,97.91799999999999,70.10945196934975,27.808548030650243,27.808548030650243,Holt Linear Trend,396.0547,888.2733,117.079,96.5737,Very Low
Utah,2018-08-01,2018,8,August,102.72,62.75281562525582,39.96718437474418,39.96718437474418,Holt Linear Trend,396.0547,888.2733,117.079,96.5737,Very Low
Utah,2018-09-01,2018,9,September,2228.88,55.39617928116188,2173.483820718838,2173.483820718838,Holt Linear Trend,396.0547,888.2733,117.079,96.5737,Very Low
Utah,2018-10-01,2018,10,October,11.68,48.039542937067935,-36.359542937067935,36.359542937067935,Holt Linear Trend,396.0547,888.2733,117.079,96.5737,Very Low
Utah,2018-11-01,2018,11,November,19.44,40.682906592974,-21.242906592974,21.242906592974,Holt Linear Trend,396.0547,888.2733,117.079,96.5737,Very Low
Vermont,2018-07-01,2018,7,July,0.0,0.0,0.0,0.0,Last Value (Naive),34.1717,83.7031,100.0,100.0,Very Low
Vermont,2018-08-01,2018,8,August,0.0,0.0,0.0,0.0,Last Value (Naive),34.1717,83.7031,100.0,100.0,Very Low
Vermont,2018-09-01,2018,9,September,0.0,0.0,0.0,0.0,Last Value (Naive),34.1717,83.7031,100.0,100.0,Very Low
Vermont,2018-10-01,2018,10,October,0.0,0.0,0.0,0.0,Last Value (Naive),34.1717,83.7031,100.0,100.0,Very Low
Vermont,2018-11-01,2018,11,November,0.0,0.0,0.0,0.0,Last Value (Naive),34.1717,83.7031,100.0,100.0,Very Low
Vermont,2018-12-01,2018,12,December,205.03,0.0,205.03,205.03,Last Value (Naive),34.1717,83.7031,100.0,100.0,Very Low
Virginia,2018-07-01,2018,7,July,2017.82,493.27666666666664,1524.5433333333333,1524.5433333333333,Three Month Moving Average,693.4083,884.7397,145.1331,86.1628,Very Low
Virginia,2018-08-01,2018,8,August,0.0,493.27666666666664,-493.27666666666664,493.27666666666664,Three Month Moving Average,693.4083,884.7397,145.1331,86.1628,Very Low
Virginia,2018-09-01,2018,9,September,245.45000000000002,493.27666666666664,-247.82666666666663,247.82666666666663,Three Month Moving Average,693.4083,884.7397,145.1331,86.1628,Very Low
Virginia,2018-10-01,2018,10,October,608.4300000000001,493.27666666666664,115.15333333333342,115.15333333333342,Three Month Moving Average,693.4083,884.7397,145.1331,86.1628,Very Low
Virginia,2018-11-01,2018,11,November,88.62,493.27666666666664,-404.65666666666664,404.65666666666664,Three Month Moving Average,693.4083,884.7397,145.1331,86.1628,Very Low
Virginia,2018-12-01,2018,12,December,1868.27,493.27666666666664,1374.9933333333333,1374.9933333333333,Three Month Moving Average,693.4083,884.7397,145.1331,86.1628,Very Low
Washington,2018-07-01,2018,7,July,5899.936,4678.724666666667,1221.2113333333327,1221.2113333333327,Six Month Moving Average,3194.4387,4044.3213,59.5457,51.1553,Very Low
Washington,2018-08-01,2018,8,August,10587.796,4678.724666666667,5909.071333333333,5909.071333333333,Six Month Moving Average,3194.4387,4044.3213,59.5457,51.1553,Very Low
Washington,2018-09-01,2018,9,September,3969.276,4678.724666666667,-709.4486666666671,709.4486666666671,Six Month Moving Average,3194.4387,4044.3213,59.5457,51.1553,Very Low
Washington,2018-10-01,2018,10,October,1761.3600000000001,4678.724666666667,-2917.364666666667,2917.364666666667,Six Month Moving Average,3194.4387,4044.3213,59.5457,51.1553,Very Low
Washington,2018-11-01,2018,11,November,11829.358,4678.724666666667,7150.633333333333,7150.633333333333,Six Month Moving Average,3194.4387,4044.3213,59.5457,51.1553,Very Low
Washington,2018-12-01,2018,12,December,3419.822,4678.724666666667,-1258.9026666666668,1258.9026666666668,Six Month Moving Average,3194.4387,4044.3213,59.5457,51.1553,Very Low
Wisconsin,2018-07-01,2018,7,July,573.35,335.8633333333333,237.48666666666674,237.48666666666674,Six Month Moving Average,422.0506,695.0186,134.5985,71.2865,Very Low
Wisconsin,2018-08-01,2018,8,August,113.41,335.8633333333333,-222.4533333333333,222.4533333333333,Six Month Moving Average,422.0506,695.0186,134.5985,71.2865,Very Low
Wisconsin,2018-09-01,2018,9,September,474.21,335.8633333333333,138.3466666666667,138.3466666666667,Six Month Moving Average,422.0506,695.0186,134.5985,71.2865,Very Low
Wisconsin,2018-10-01,2018,10,October,60.72,335.8633333333333,-275.1433333333333,275.1433333333333,Six Month Moving Average,422.0506,695.0186,134.5985,71.2865,Very Low
Wisconsin,2018-11-01,2018,11,November,352.39,335.8633333333333,16.5266666666667,16.5266666666667,Six Month Moving Average,422.0506,695.0186,134.5985,71.2865,Very Low
Wisconsin,2018-12-01,2018,12,December,1978.21,335.8633333333333,1642.3466666666668,1642.3466666666668,Six Month Moving Average,422.0506,695.0186,134.5985,71.2865,Very Low
